text,label
ছোটখাটো বিষয় নিয়ে আলোচনা করে নিজেকে ছোট করবেন না,0
"অথচ তার জন্য আমি সবার সাথেই দূরত্ব বাড়ালাম, কিন্তু দিন শেষে",1
ভুস্কি শাওন ষাড়ের স্ত্রীকে দ্রুত গ্রেপ্তার করে ডিম থেরাপি দেওয়া হোক। কী বলেন?,0
"আমাদের জীবনে অনেক কাজ অসমাপ্ত থাকে, কিন্তু পরিকল্পনা, সময় এবং সঠিক মনোভাব নিয়ে সেটা শেষ করা যায়।",0
ইন্টারনেট আসক্তি আমার সৃজনশীলতা কেড়ে নিয়েছে। আমি একজন লেখক। এখন লেখালেখি করতে কষ্ট হয়। মনোযোগ দিতে পারি না। প্লট খুঁজে পাই না। লেখার শৈলী ঠিক থাকে না।,0
তিতুমীর কিন্ডারগার্টেন স্কুলের জোর দাবি জানাচ্ছি।,1
এমন তো হওয়ার কথা না। মেসেজ দাও তো,1
এই পোস্টটি পড়ার পড়ে ভয়ে তো কেউ টিউশনি করাতে চাইবে না,1
এই ইতিহাস যতবারই পড়েছি বা শুনেছি চোখ সবসময়ই ভিজা ছিল।,0
শাহাদাত জুলাস আমি মাইয়্যা লোকের প্যান্ট নিয়ে কি কবরো কিন্তু প্যান্ট আসলে কোথায়...??,0
বাসগুলো মাকাল ফলের মত হবেনাতো?,1
তিনি নিজেই বাজাতেন।,0
"একইসঙ্গে উদ্ভাবন, স্থায়িত্বও স্থানীয় ঐতিহ্যকে আমরা কাজে লাগিয়েছি, যা শিল্প খাত ও সমাজকে পরিবেশবান্ধব উদ্যোগ গ্রহণে উদ্বুদ্ধ করবে।",0
"এরা চোর ও না ডাকাত ও না, ওরা গিয়েছিল জীবন পাল্টাবার স্বপ্ন নিয়ে, ট্রাম্প এর নিকট মানুষের পরিমাপ ডলারের নিরিখে। এরপর ও যারা ট্রাম্পের মাঝে ভালো কিছু সন্ধ্যান করে তাদের বোধদয় হবে না।",0
